,mean,std,skewness,kurtosis,max,min,i1,i2,i3
0,0.030594905838370323,0.1282578706741333,-0.002331728348508477,-1.1394727985712771,0.3574030101299286,-0.2507930099964142,0,1,0
1,0.025370629504323006,0.29731515049934387,0.008878297172486782,-1.387126733900971,0.49334099888801575,-0.42213699221611023,1,0,0
2,0.02599496766924858,0.10804566740989685,0.04486096650362015,-1.5134264538158915,0.1877710074186325,-0.12731899321079254,1,0,0
3,0.014353666454553604,0.1937808096408844,-0.007729099132120609,-1.5357451504249835,0.2872079908847809,-0.26798200607299805,0,0,1
4,0.015608192421495914,0.12922222912311554,-0.02233470417559147,-1.503560729228474,0.20674100518226624,-0.17799599468708038,0,0,1
5,0.01585116796195507,0.12930828332901,-0.019648009911179543,-1.5003610590430818,0.2111240029335022,-0.18299500644207,0,0,1
6,0.013412424363195896,0.42348262667655945,0.0035240566357970238,-1.4559377499335198,0.6361960172653198,-0.6084790229797363,0,0,1
7,0.016131270676851273,0.1298002153635025,-0.019374527037143707,-1.4971194593775408,0.2129729986190796,-0.18046100437641144,0,0,1
8,0.02760172262787819,0.28129270672798157,0.007797427475452423,-1.3522960413065976,0.5353900194168091,-0.4847300052642822,0,1,0
9,0.013244852423667908,0.19306902587413788,-0.00881465058773756,-1.5351518717304675,0.2888520061969757,-0.28352800011634827,0,0,1
10,0.02784689888358116,0.2783470153808594,0.01407595258206129,-1.3572162854060645,0.5278570055961609,-0.4491190016269684,0,1,0
11,0.015123624354600906,0.4218367040157318,-0.0011163941817358136,-1.4580498415639713,0.6393470168113708,-0.6062870025634766,0,0,1
12,0.02782813273370266,0.28080493211746216,0.026274548843503,-1.3282919941229039,0.5465520024299622,-0.4491879940032959,0,1,0
13,0.026035472750663757,0.11643262952566147,-0.02020801231265068,-1.4826605066927012,0.1959889978170395,-0.1519719958305359,1,0,0
14,0.028869492933154106,0.13221916556358337,-0.01283611822873354,-1.0357383582370534,0.3588410019874573,-0.2957859933376312,0,1,0
15,0.034254904836416245,0.2826193571090698,-0.023757390677928925,-1.3338212007908112,0.5365539789199829,-0.4601449966430664,0,1,0
16,0.01504723820835352,0.19429446756839752,-0.008245154283940792,-1.5238129521056385,0.29309800267219543,-0.2734610140323639,0,0,1
17,0.01485262718051672,0.1293727457523346,-0.01980968378484249,-1.5042998860558714,0.20461800694465637,-0.18265299499034882,0,0,1
18,0.015393443405628204,0.12942862510681152,-0.012485750950872898,-1.4994744112975027,0.21365700662136078,-0.17833800613880157,0,0,1
19,0.025969313457608223,0.11741431802511215,-0.01912868767976761,-1.4964357597304696,0.19708499312400818,-0.14834299683570862,1,0,0
20,0.026593375951051712,0.1163952425122261,-0.029897283762693405,-1.4867236826922228,0.1959889978170395,-0.1501920074224472,1,0,0
21,0.012961256317794323,0.4217873215675354,0.004369474481791258,-1.4628798248955317,0.6386619806289673,-0.6027950048446655,0,0,1
22,0.028697656467556953,0.13180874288082123,-0.03848162665963173,-1.1079324720039005,0.34548699855804443,-0.24990299344062805,0,1,0
23,0.026845138520002365,0.13352203369140625,-0.11316504329442978,-1.027830539537873,0.3447340130805969,-0.37433600425720215,0,1,0
24,0.013931656256318092,0.42222458124160767,-0.0016343529568985105,-1.4524877557299283,0.6281840205192566,-0.614300012588501,0,0,1
25,0.025289000943303108,0.10762891173362732,0.05309975892305374,-1.4976325289777515,0.19009900093078613,-0.1271820068359375,1,0,0
26,0.02902732975780964,0.12816651165485382,-0.052082911133766174,-1.1200294944666391,0.31117698550224304,-0.2541489899158478,0,1,0
27,0.02547348476946354,0.1166856437921524,-0.024281391873955727,-1.4855694250251028,0.19818000495433807,-0.1467680037021637,1,0,0
28,0.025654975324869156,0.10713742673397064,0.04777761548757553,-1.5256497776735765,0.18681199848651886,-0.1271820068359375,1,0,0
29,0.014240366406738758,0.19437198340892792,-0.015421594493091106,-1.5356837830647616,0.29083800315856934,-0.30126500129699707,0,0,1
30,0.02626754343509674,0.10785630345344543,0.038002919405698776,-1.5074997200046236,0.18557900190353394,-0.12622299790382385,1,0,0
31,0.02527853101491928,0.11669586598873138,-0.02351268008351326,-1.482069072289086,0.19537299871444702,-0.15368400514125824,1,0,0
32,0.025699200108647346,0.29728972911834717,0.011882856488227844,-1.3986394429271471,0.474371999502182,-0.42432901263237,1,0,0
33,0.025355488061904907,0.2973646819591522,0.005174236837774515,-1.3880848636398289,0.47943899035453796,-0.4747999906539917,1,0,0
